person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,previous_loan_defaults_on_file,years_to_pay,loan_amount,monthly_payment
23.0,male,Master,82567.0,0,RENT,EDUCATION,9.62,0.28,2.0,No,28,279000,830
22.0,male,Bachelor,22466.0,0,OWN,DEBTCONSOLIDATION,9.96,0.13,3.0,No,30,301500,837
24.0,male,Associate,106607.0,1,RENT,VENTURE,14.54,0.22,2.0,No,30,320500,890
22.0,male,Bachelor,71385.0,0,RENT,MEDICAL,11.36,0.32,4.0,No,27,260500,804
23.0,female,Bachelor,84865.0,3,RENT,DEBTCONSOLIDATION,14.27,0.27,2.0,No,31,327500,880
24.0,male,Bachelor,22789.0,1,OWN,HOMEIMPROVEMENT,11.99,0.13,3.0,No,31,331500,891
26.0,female,Bachelor,84801.0,4,RENT,EDUCATION,18.99,0.27,2.0,No,28,302500,900
24.0,male,Bachelor,88421.0,4,RENT,VENTURE,16.7,0.25,4.0,No,32,354000,921
24.0,male,High School,23071.0,3,MORTGAGE,PERSONAL,9.32,0.22,3.0,No,28,285500,849
23.0,male,Bachelor,43042.0,1,RENT,DEBTCONSOLIDATION,12.69,0.52,3.0,No,31,339000,911
25.0,female,High School,53119.0,1,RENT,HOMEIMPROVEMENT,13.11,0.41,2.0,No,28,298500,888
25.0,male,Bachelor,63311.0,1,RENT,PERSONAL,10.74,0.35,2.0,No,31,344500,926
21.0,male,Bachelor,23597.0,0,MORTGAGE,PERSONAL,14.11,0.18,4.0,No,32,337500,878
22.0,female,High School,69308.0,1,RENT,EDUCATION,9.63,0.32,3.0,No,29,295500,849
25.0,female,High School,70598.0,5,RENT,MEDICAL,14.65,0.31,2.0,No,29,308000,885
23.0,female,High School,73044.0,0,RENT,DEBTCONSOLIDATION,10.25,0.3,4.0,No,30,320000,888
24.0,male,Bachelor,73043.0,0,RENT,VENTURE,14.26,0.3,2.0,No,29,296500,852
25.0,female,Bachelor,23627.0,4,MORTGAGE,EDUCATION,9.91,0.13,2.0,No,30,324500,901
26.0,male,Bachelor,68198.0,4,RENT,MEDICAL,17.19,0.32,3.0,No,30,322500,895
22.0,female,High School,85089.0,0,RENT,EDUCATION,11.36,0.26,4.0,No,28,268500,799
22.0,female,Bachelor,80358.0,0,RENT,EDUCATION,11.01,0.27,2.0,No,30,317500,881
22.0,female,Master,23497.0,0,OWN,MEDICAL,8.49,0.15,3.0,No,28,278500,828
21.0,female,Associate,23543.0,0,OWN,MEDICAL,8.49,0.25,3.0,No,31,315500,848
24.0,female,Bachelor,23667.0,3,OWN,MEDICAL,13.85,0.31,2.0,No,31,331000,889
25.0,male,Associate,23719.0,2,OWN,DEBTCONSOLIDATION,7.4,0.17,3.0,No,31,333500,896
25.0,female,Master,94168.0,3,RENT,PERSONAL,11.48,0.23,3.0,No,32,359500,936
25.0,male,Master,99394.0,1,RENT,EDUCATION,17.51,0.22,2.0,No,30,323000,897
21.0,male,High School,23504.0,0,MORTGAGE,DEBTCONSOLIDATION,14.61,0.15,3.0,No,31,323000,868
22.0,male,Bachelor,24148.0,1,MORTGAGE,PERSONAL,11.71,0.2,2.0,No,29,297000,853
25.0,male,Bachelor,69353.0,1,RENT,PERSONAL,11.99,0.31,2.0,No,30,332000,922
24.0,male,High School,65946.0,0,RENT,VENTURE,13.49,0.33,2.0,No,29,302500,869
23.0,female,High School,68677.0,0,RENT,MEDICAL,20.0,0.31,4.0,No,30,323000,897
26.0,female,Associate,76687.0,3,RENT,DEBTCONSOLIDATION,14.35,0.28,3.0,No,30,327500,909
22.0,male,High School,94523.0,0,RENT,DEBTCONSOLIDATION,11.26,0.23,3.0,No,32,339500,884
24.0,male,Associate,24420.0,2,MORTGAGE,HOMEIMPROVEMENT,5.99,0.29,4.0,No,32,347000,903
25.0,male,High School,23948.0,3,OWN,EDUCATION,11.99,0.13,4.0,No,28,293500,873
24.0,female,Associate,71718.0,2,RENT,MEDICAL,16.89,0.3,3.0,No,29,310000,890
24.0,female,Master,84999.0,0,RENT,HOMEIMPROVEMENT,9.99,0.25,3.0,No,32,350500,912
25.0,male,High School,73404.0,4,RENT,EDUCATION,7.29,0.29,4.0,No,31,335500,901
22.0,male,High School,38473.0,0,RENT,DEBTCONSOLIDATION,12.42,0.55,3.0,No,29,299500,860
25.0,male,Associate,57546.0,3,RENT,VENTURE,10.99,0.37,2.0,No,29,305000,876
25.0,male,Bachelor,62422.0,4,RENT,VENTURE,6.91,0.34,2.0,No,28,294000,875
22.0,male,Bachelor,23993.0,1,MORTGAGE,DEBTCONSOLIDATION,14.17,0.21,2.0,No,32,345500,899
22.0,male,High School,64732.0,0,RENT,MEDICAL,10.25,0.33,3.0,No,31,322500,866
26.0,male,Associate,23955.0,2,OWN,EDUCATION,11.01,0.39,2.0,No,29,309000,887
24.0,male,Bachelor,68154.0,2,RENT,VENTURE,15.95,0.31,3.0,No,31,336000,903
24.0,female,Associate,79138.0,2,RENT,EDUCATION,15.95,0.27,4.0,No,30,325000,902
21.0,male,High School,42536.0,0,RENT,VENTURE,12.53,0.49,4.0,No,32,343500,894
22.0,male,Associate,23888.0,0,MORTGAGE,HOMEIMPROVEMENT,14.91,0.06,4.0,No,27,267500,825
23.0,male,Associate,24013.0,0,MORTGAGE,MEDICAL,11.01,0.12,4.0,No,29,302000,867
26.0,female,Bachelor,48929.0,6,RENT,MEDICAL,6.54,0.43,4.0,No,28,300500,894
26.0,male,Bachelor,51379.0,5,RENT,MEDICAL,17.26,0.41,4.0,No,30,333000,925
23.0,male,High School,76364.0,0,RENT,MEDICAL,11.36,0.27,2.0,No,30,322500,895
26.0,male,Bachelor,24297.0,3,MORTGAGE,VENTURE,7.51,0.16,4.0,No,31,339000,911
22.0,female,Bachelor,71599.0,0,RENT,PERSONAL,10.71,0.29,3.0,No,31,322000,865
26.0,female,Associate,79163.0,3,RENT,DEBTCONSOLIDATION,14.09,0.27,3.0,No,29,313500,900
22.0,female,Master,23973.0,0,MORTGAGE,MEDICAL,15.33,0.21,3.0,No,29,285500,820
25.0,female,High School,75181.0,4,RENT,MEDICAL,16.32,0.28,4.0,No,27,273000,842
26.0,female,Bachelor,98366.0,4,RENT,EDUCATION,16.95,0.21,3.0,No,31,351000,943
25.0,female,Associate,120885.0,4,RENT,PERSONAL,16.49,0.17,3.0,No,30,318500,884
26.0,female,Associate,24183.0,5,OTHER,PERSONAL,11.97,0.31,2.0,No,29,310500,892
21.0,male,High School,23664.0,1,MORTGAGE,DEBTCONSOLIDATION,6.17,0.26,3.0,No,31,318500,856
21.0,female,Associate,24468.0,0,MORTGAGE,EDUCATION,9.64,0.61,2.0,No,28,274000,815
26.0,female,High School,61015.0,2,RENT,VENTURE,7.49,0.34,3.0,No,30,338000,938
23.0,male,Bachelor,65613.0,0,RENT,PERSONAL,7.49,0.31,2.0,No,27,259000,799
26.0,male,High School,32325.0,4,RENT,EDUCATION,9.76,0.62,2.0,No,30,326000,905
24.0,female,Associate,40881.0,0,RENT,DEBTCONSOLIDATION,10.99,0.49,3.0,No,29,300000,862
24.0,male,Master,43287.0,0,RENT,MEDICAL,12.53,0.46,4.0,No,29,300000,862
25.0,male,Bachelor,46375.0,2,RENT,MEDICAL,14.59,0.43,4.0,No,30,327000,908
23.0,female,High School,39416.0,0,RENT,DEBTCONSOLIDATION,12.61,0.51,4.0,No,29,296500,852
25.0,male,Associate,46636.0,2,RENT,MEDICAL,13.11,0.43,2.0,No,29,307000,882
25.0,male,Bachelor,47473.0,3,RENT,PERSONAL,11.22,0.42,4.0,No,30,316500,879
23.0,female,High School,40632.0,0,RENT,EDUCATION,16.0,0.49,2.0,No,31,324500,872
25.0,female,Associate,41468.0,2,RENT,HOMEIMPROVEMENT,8.88,0.48,4.0,No,28,295500,879
24.0,male,High School,48897.0,2,RENT,PERSONAL,12.53,0.41,3.0,No,30,328000,911
21.0,male,Bachelor,44226.0,0,RENT,MEDICAL,11.01,0.45,2.0,No,31,318500,856
25.0,male,Associate,51210.0,4,RENT,EDUCATION,13.47,0.39,4.0,No,30,322500,895
22.0,male,High School,51305.0,1,RENT,VENTURE,6.99,0.39,4.0,No,29,301000,864
22.0,male,High School,45716.0,0,RENT,DEBTCONSOLIDATION,16.69,0.44,3.0,No,25,223500,745
25.0,male,Bachelor,46683.0,3,RENT,MEDICAL,11.11,0.43,4.0,No,30,318000,883
22.0,female,Associate,54870.0,0,RENT,EDUCATION,7.9,0.36,4.0,No,30,315500,876
23.0,male,Associate,55291.0,3,RENT,PERSONAL,10.25,0.36,2.0,No,30,316000,877
24.0,female,High School,54919.0,4,RENT,MEDICAL,11.01,0.36,2.0,No,31,335000,900
22.0,male,High School,54899.0,0,RENT,DEBTCONSOLIDATION,13.92,0.36,3.0,No,31,325000,873
24.0,male,Associate,47903.0,0,RENT,MEDICAL,14.74,0.42,2.0,No,31,332500,893
24.0,male,Associate,56744.0,0,RENT,EDUCATION,10.62,0.35,2.0,No,28,291000,866
22.0,male,Associate,58440.0,0,RENT,VENTURE,10.65,0.34,3.0,No,31,328000,881
22.0,female,Associate,51628.0,0,RENT,PERSONAL,12.99,0.39,3.0,No,30,317500,881
22.0,male,High School,58859.0,1,RENT,VENTURE,11.36,0.34,4.0,No,32,336000,875
23.0,female,Master,60235.0,4,RENT,EDUCATION,6.54,0.33,4.0,No,30,307500,854
25.0,female,Bachelor,61114.0,1,RENT,DEBTCONSOLIDATION,7.49,0.33,3.0,No,30,319500,887
25.0,female,Bachelor,60990.0,1,RENT,EDUCATION,13.43,0.33,2.0,No,31,345500,928
22.0,female,Bachelor,61072.0,0,RENT,DEBTCONSOLIDATION,13.22,0.33,2.0,No,32,340500,886
22.0,female,Associate,53980.0,0,RENT,EDUCATION,15.68,0.37,4.0,No,32,344000,895
24.0,male,Bachelor,61918.0,2,RENT,MEDICAL,11.01,0.32,3.0,No,31,336000,903
25.0,female,Bachelor,62299.0,3,RENT,HOMEIMPROVEMENT,11.48,0.32,3.0,No,31,340000,913
24.0,male,Master,62192.0,3,RENT,VENTURE,10.38,0.32,3.0,No,30,320000,888
22.0,male,Bachelor,62045.0,0,RENT,EDUCATION,12.53,0.32,3.0,No,30,314500,873
22.0,male,Bachelor,62350.0,1,RENT,EDUCATION,13.47,0.32,2.0,No,32,338500,881
24.0,female,Associate,62508.0,0,RENT,VENTURE,12.21,0.32,4.0,No,28,285500,849
25.0,male,High School,63607.0,2,RENT,VENTURE,10.99,0.31,3.0,No,30,323500,898
25.0,male,Associate,63921.0,3,RENT,EDUCATION,11.36,0.31,4.0,No,28,284000,845
22.0,male,Bachelor,56273.0,0,RENT,DEBTCONSOLIDATION,16.0,0.36,4.0,No,32,350000,911
24.0,male,High School,63481.0,3,RENT,EDUCATION,15.65,0.32,2.0,No,30,316500,879
25.0,male,High School,56451.0,0,RENT,DEBTCONSOLIDATION,11.78,0.35,2.0,No,30,323000,897
24.0,female,Associate,63897.0,0,RENT,HOMEIMPROVEMENT,11.01,0.31,3.0,No,29,307000,882
22.0,female,High School,57193.0,0,RENT,MEDICAL,16.77,0.35,3.0,No,27,266000,820
22.0,male,Associate,65874.0,0,RENT,EDUCATION,9.91,0.3,4.0,No,30,308500,856
23.0,female,Associate,58705.0,3,RENT,MEDICAL,15.65,0.34,4.0,No,29,301500,866
23.0,male,High School,58236.0,2,RENT,MEDICAL,14.96,0.34,3.0,No,29,294000,844
23.0,male,Associate,65738.0,0,RENT,VENTURE,11.83,0.3,4.0,No,31,334000,897
24.0,male,High School,59765.0,2,RENT,MEDICAL,11.66,0.33,4.0,No,30,321500,893
26.0,male,High School,67019.0,2,RENT,EDUCATION,12.18,0.3,4.0,No,29,319500,918
24.0,female,Associate,67265.0,2,RENT,HOMEIMPROVEMENT,6.91,0.3,2.0,No,27,262500,810
25.0,male,Bachelor,66906.0,3,RENT,DEBTCONSOLIDATION,6.91,0.3,3.0,No,30,333000,925
26.0,female,Associate,59603.0,7,RENT,HOMEIMPROVEMENT,19.79,0.34,3.0,No,29,321000,922
25.0,male,High School,67174.0,2,RENT,VENTURE,9.88,0.3,4.0,No,30,323000,897
23.0,male,Associate,66844.0,0,RENT,DEBTCONSOLIDATION,12.53,0.3,2.0,No,31,327500,880
25.0,female,Associate,67482.0,6,RENT,VENTURE,11.01,0.3,4.0,No,31,341000,916
23.0,male,Master,69387.0,2,RENT,EDUCATION,16.89,0.29,2.0,No,29,300000,862
22.0,female,High School,62379.0,0,RENT,PERSONAL,17.49,0.32,4.0,No,31,320500,861
22.0,female,Associate,70529.0,1,RENT,DEBTCONSOLIDATION,13.11,0.28,2.0,No,29,296500,852
23.0,female,Associate,71255.0,2,RENT,DEBTCONSOLIDATION,7.66,0.28,3.0,No,31,327000,879
26.0,male,Master,71761.0,3,RENT,MEDICAL,6.17,0.28,3.0,No,30,332500,923
26.0,male,Bachelor,64550.0,8,RENT,PERSONAL,16.35,0.31,4.0,No,30,324500,901
23.0,female,Bachelor,72969.0,1,RENT,MEDICAL,7.9,0.27,2.0,No,29,289500,831
24.0,female,Bachelor,66060.0,4,RENT,VENTURE,16.49,0.3,2.0,No,31,335500,901
24.0,female,Master,72762.0,6,RENT,PERSONAL,10.99,0.27,2.0,No,31,338500,909
25.0,female,Bachelor,65742.0,1,RENT,PERSONAL,8.88,0.3,3.0,No,28,296000,880
24.0,male,Bachelor,73352.0,1,RENT,VENTURE,11.01,0.27,4.0,No,28,291500,867
23.0,male,Master,65733.0,0,RENT,DEBTCONSOLIDATION,14.84,0.3,3.0,No,29,296000,850
23.0,male,Associate,65802.0,3,RENT,PERSONAL,11.12,0.3,2.0,No,30,314000,872
22.0,male,Bachelor,72562.0,1,RENT,EDUCATION,7.88,0.28,3.0,No,28,283500,843
25.0,female,Associate,73028.0,1,RENT,EDUCATION,11.01,0.27,2.0,No,30,327000,908
25.0,male,Bachelor,73266.0,1,RENT,EDUCATION,11.01,0.27,3.0,No,30,329000,913
25.0,male,High School,65555.0,1,RENT,PERSONAL,15.65,0.31,3.0,No,31,333500,896
24.0,female,High School,65678.0,4,RENT,PERSONAL,17.04,0.3,3.0,No,29,301000,864
23.0,female,Bachelor,73286.0,3,RENT,EDUCATION,12.21,0.27,2.0,No,32,343500,894
25.0,female,High School,65967.0,6,RENT,DEBTCONSOLIDATION,14.11,0.3,4.0,No,30,331000,919
24.0,female,High School,73202.0,1,RENT,PERSONAL,11.14,0.27,2.0,No,27,268000,827
24.0,female,Bachelor,73058.0,3,RENT,PERSONAL,13.87,0.27,4.0,No,30,323500,898
26.0,male,High School,72650.0,3,RENT,HOMEIMPROVEMENT,10.08,0.28,4.0,No,28,303000,901
23.0,male,High School,66301.0,2,RENT,PERSONAL,16.7,0.3,4.0,No,30,322500,895
24.0,male,High School,66951.0,2,RENT,VENTURE,18.64,0.3,2.0,No,30,316000,877
24.0,female,Bachelor,73899.0,0,RENT,HOMEIMPROVEMENT,12.18,0.27,4.0,No,30,317000,880
25.0,female,High School,75578.0,2,RENT,MEDICAL,6.54,0.26,3.0,No,28,287000,854
24.0,male,High School,68349.0,3,RENT,EDUCATION,14.61,0.29,4.0,No,28,288000,857
21.0,female,Bachelor,68120.0,0,RENT,VENTURE,17.39,0.29,3.0,No,32,332000,864
24.0,male,High School,75484.0,2,RENT,HOMEIMPROVEMENT,11.12,0.26,2.0,No,28,281000,836
25.0,female,Bachelor,75802.0,2,RENT,VENTURE,11.48,0.26,2.0,No,30,318500,884
25.0,female,Master,76733.0,2,RENT,MEDICAL,12.42,0.26,3.0,No,30,328000,911
26.0,male,Bachelor,70484.0,4,RENT,DEBTCONSOLIDATION,10.25,0.28,2.0,No,28,295000,877
23.0,female,Bachelor,78886.0,1,RENT,MEDICAL,10.65,0.25,3.0,No,31,326500,877
23.0,female,Bachelor,79348.0,0,RENT,MEDICAL,10.37,0.25,2.0,No,32,351500,915
23.0,male,Bachelor,78597.0,1,RENT,VENTURE,11.49,0.25,3.0,No,29,298000,856
26.0,female,Bachelor,71856.0,6,RENT,PERSONAL,11.01,0.28,4.0,No,29,305000,876
23.0,male,Master,72259.0,2,RENT,EDUCATION,12.29,0.28,4.0,No,31,325000,873
21.0,female,Bachelor,25869.0,0,MORTGAGE,DEBTCONSOLIDATION,17.27,0.14,2.0,No,29,289500,831
26.0,male,Associate,79098.0,2,RENT,DEBTCONSOLIDATION,11.99,0.25,2.0,No,26,267000,855
25.0,female,Associate,71754.0,4,RENT,PERSONAL,14.84,0.28,2.0,No,27,270000,833
23.0,male,High School,71688.0,0,RENT,DEBTCONSOLIDATION,10.83,0.28,2.0,No,29,292000,839
23.0,female,Associate,79539.0,5,RENT,DEBTCONSOLIDATION,13.22,0.25,2.0,No,29,292000,839
24.0,male,High School,75890.0,2,RENT,DEBTCONSOLIDATION,14.84,0.26,4.0,No,29,297500,854
25.0,female,Bachelor,77982.0,6,RENT,HOMEIMPROVEMENT,11.01,0.26,4.0,No,31,349500,939
23.0,female,Associate,67625.0,0,RENT,MEDICAL,15.2,0.3,4.0,No,30,310000,861
23.0,male,Associate,80180.0,0,RENT,VENTURE,14.11,0.25,3.0,No,31,333000,895
22.0,male,High School,80179.0,0,RENT,DEBTCONSOLIDATION,14.42,0.25,2.0,No,31,327500,880
22.0,female,Bachelor,26137.0,0,MORTGAGE,DEBTCONSOLIDATION,16.89,0.06,3.0,No,29,298000,856
21.0,male,Associate,26112.0,0,MORTGAGE,HOMEIMPROVEMENT,11.01,0.17,2.0,No,30,304000,844
22.0,male,High School,83759.0,1,RENT,DEBTCONSOLIDATION,10.99,0.24,4.0,No,31,330000,887
24.0,male,Bachelor,83573.0,1,RENT,HOMEIMPROVEMENT,14.82,0.24,4.0,No,32,346500,902
23.0,female,Associate,72279.0,2,RENT,MEDICAL,16.0,0.28,3.0,No,32,344000,895
26.0,male,Master,85207.0,2,RENT,DEBTCONSOLIDATION,13.16,0.23,3.0,No,30,331000,919
24.0,female,Associate,85232.0,5,RENT,VENTURE,14.88,0.23,4.0,No,30,326000,905
26.0,male,Master,86320.0,2,RENT,HOMEIMPROVEMENT,13.36,0.23,2.0,No,30,327500,909
23.0,female,High School,74473.0,0,RENT,MEDICAL,11.14,0.27,2.0,No,25,230000,766
24.0,female,Master,87447.0,6,RENT,DEBTCONSOLIDATION,11.01,0.23,4.0,No,30,316000,877
22.0,male,Associate,76808.0,0,RENT,MEDICAL,14.91,0.26,4.0,No,30,305500,848
26.0,male,Bachelor,76420.0,2,RENT,MEDICAL,13.85,0.26,3.0,No,30,328000,911
25.0,male,High School,89914.0,7,RENT,PERSONAL,15.95,0.22,4.0,No,25,238500,795
24.0,male,Master,26747.0,1,MORTGAGE,DEBTCONSOLIDATION,14.84,0.07,2.0,No,32,352000,916
23.0,female,Associate,92036.0,2,RENT,HOMEIMPROVEMENT,15.05,0.22,4.0,No,31,324000,870
22.0,male,Master,93070.0,0,RENT,EDUCATION,13.79,0.21,4.0,No,31,331000,889
24.0,female,Master,95807.0,5,RENT,HOMEIMPROVEMENT,14.11,0.21,2.0,No,31,339000,911
26.0,male,Bachelor,88672.0,2,RENT,PERSONAL,12.53,0.23,2.0,No,27,285500,881
23.0,male,High School,94566.0,1,RENT,HOMEIMPROVEMENT,18.25,0.21,2.0,No,29,305500,877
25.0,female,Bachelor,27570.0,0,MORTGAGE,EDUCATION,6.62,0.21,2.0,No,31,340000,913
23.0,male,Bachelor,27666.0,0,MORTGAGE,DEBTCONSOLIDATION,7.49,0.06,2.0,No,31,329000,884
23.0,male,Bachelor,100420.0,4,RENT,DEBTCONSOLIDATION,11.01,0.2,2.0,No,28,285500,849
22.0,female,Associate,103798.0,0,RENT,VENTURE,15.65,0.19,4.0,No,31,322500,866
25.0,female,High School,106741.0,1,RENT,HOMEIMPROVEMENT,16.35,0.19,3.0,No,30,325000,902
22.0,male,High School,90648.0,0,RENT,MEDICAL,14.96,0.22,4.0,No,31,326500,877
23.0,male,Associate,90887.0,2,RENT,MEDICAL,17.04,0.22,2.0,No,32,342500,891
23.0,female,Associate,112700.0,0,RENT,PERSONAL,13.22,0.18,3.0,No,28,279500,831
23.0,female,Bachelor,114961.0,1,RENT,DEBTCONSOLIDATION,14.59,0.17,2.0,No,31,327000,879
25.0,male,Bachelor,117215.0,2,RENT,PERSONAL,11.01,0.17,3.0,No,31,336000,903
22.0,female,Associate,28518.0,0,MORTGAGE,HOMEIMPROVEMENT,11.71,0.25,3.0,No,28,282000,839
23.0,male,High School,28149.0,0,MORTGAGE,PERSONAL,8.9,0.11,2.0,No,30,313000,869
25.0,female,Master,103168.0,1,RENT,MEDICAL,17.39,0.19,2.0,No,30,331000,919
22.0,male,High School,28527.0,2,MORTGAGE,PERSONAL,12.61,0.29,2.0,No,32,345000,898
24.0,female,Master,166817.0,2,RENT,VENTURE,15.99,0.12,3.0,No,31,340500,915
23.0,male,High School,28492.0,2,MORTGAGE,HOMEIMPROVEMENT,17.27,0.13,3.0,No,26,251000,804
26.0,male,Master,178602.0,6,RENT,DEBTCONSOLIDATION,17.99,0.11,3.0,No,28,302000,898
25.0,female,Associate,70930.0,0,RENT,MEDICAL,11.83,0.28,4.0,No,28,289000,860
25.0,male,High School,28644.0,4,MORTGAGE,PERSONAL,11.01,0.35,2.0,No,28,285000,848
23.0,male,Associate,13059.0,0,RENT,PERSONAL,10.37,0.08,2.0,No,27,270500,834
22.0,female,High School,13021.0,1,RENT,HOMEIMPROVEMENT,14.74,0.08,4.0,No,30,305000,847
21.0,female,Master,13197.0,1,RENT,HOMEIMPROVEMENT,13.43,0.08,4.0,No,33,361000,911
23.0,female,Master,13817.0,1,RENT,MEDICAL,10.25,0.07,2.0,No,31,333500,896
22.0,male,High School,15102.0,1,RENT,PERSONAL,13.57,0.07,3.0,No,28,279500,831
22.0,female,Bachelor,16077.0,3,RENT,PERSONAL,14.96,0.06,3.0,No,31,321000,862
24.0,male,Bachelor,17683.0,0,RENT,DEBTCONSOLIDATION,10.0,0.06,4.0,No,28,281000,836
21.0,male,High School,18221.0,0,RENT,VENTURE,16.29,0.05,4.0,No,29,279500,803
22.0,male,Associate,18290.0,2,RENT,VENTURE,16.69,0.05,3.0,No,30,311500,865
22.0,male,Associate,18923.0,0,RENT,MEDICAL,14.3,0.05,3.0,No,29,299500,860
21.0,male,Bachelor,20259.0,0,RENT,VENTURE,15.65,0.05,3.0,No,30,302000,838
23.0,female,High School,48233.0,2,RENT,EDUCATION,10.62,0.39,2.0,No,29,303000,870
22.0,male,Associate,48844.0,0,RENT,VENTURE,12.18,0.39,3.0,No,28,281000,836
25.0,female,Master,57272.0,1,RENT,MEDICAL,11.99,0.33,2.0,No,30,324000,900
25.0,male,Bachelor,61342.0,1,RENT,HOMEIMPROVEMENT,10.99,0.31,4.0,No,30,322500,895
25.0,male,Bachelor,63600.0,0,RENT,MEDICAL,11.01,0.3,4.0,No,29,305000,876
26.0,male,High School,57891.0,2,RENT,PERSONAL,16.7,0.33,4.0,No,30,324500,901
25.0,male,Bachelor,65799.0,2,RENT,DEBTCONSOLIDATION,11.01,0.29,4.0,No,30,320000,888
22.0,male,Master,66071.0,0,RENT,VENTURE,11.01,0.29,4.0,No,31,332000,892
23.0,female,Associate,66303.0,3,RENT,PERSONAL,11.14,0.29,2.0,No,29,305500,877
26.0,male,Bachelor,75656.0,7,RENT,MEDICAL,7.49,0.25,2.0,No,29,310500,892
25.0,female,Bachelor,29498.0,6,MORTGAGE,MEDICAL,14.59,0.2,2.0,No,30,332000,922
26.0,male,Bachelor,61142.0,1,RENT,PERSONAL,11.01,0.31,3.0,No,29,316000,908
26.0,female,Associate,67267.0,2,RENT,DEBTCONSOLIDATION,6.99,0.28,2.0,No,25,252500,841
22.0,male,Bachelor,44761.0,0,RENT,VENTURE,6.54,0.42,3.0,No,31,333500,896
22.0,male,High School,52878.0,0,RENT,DEBTCONSOLIDATION,11.83,0.35,4.0,No,32,347000,903
24.0,male,Bachelor,42042.0,0,RENT,MEDICAL,10.71,0.44,2.0,No,30,320000,888
21.0,male,Associate,44065.0,0,RENT,EDUCATION,10.91,0.42,3.0,No,32,345000,898
22.0,male,Master,46436.0,0,RENT,MEDICAL,7.66,0.4,4.0,No,32,336500,876
25.0,female,High School,67957.0,6,RENT,DEBTCONSOLIDATION,13.61,0.27,3.0,No,29,309500,889
24.0,male,Master,88481.0,1,RENT,HOMEIMPROVEMENT,7.9,0.21,2.0,No,29,302500,869
24.0,male,Bachelor,94624.0,1,RENT,VENTURE,15.33,0.2,2.0,No,32,346000,901
22.0,female,Associate,59476.0,3,RENT,PERSONAL,13.16,0.31,2.0,No,31,326500,877
22.0,female,Bachelor,61014.0,0,RENT,DEBTCONSOLIDATION,9.99,0.3,2.0,No,31,324500,872
22.0,male,High School,29823.0,0,MORTGAGE,VENTURE,14.65,0.17,4.0,No,31,327500,880
22.0,female,High School,42149.0,1,RENT,VENTURE,10.25,0.43,3.0,No,29,285500,820
24.0,female,Bachelor,42910.0,1,RENT,PERSONAL,11.49,0.43,4.0,No,30,315500,876
25.0,female,Master,42253.0,3,RENT,VENTURE,17.04,0.43,3.0,No,28,293500,873
23.0,male,Master,52308.0,0,RENT,MEDICAL,10.25,0.35,3.0,No,31,328500,883
22.0,female,Bachelor,45672.0,0,RENT,PERSONAL,14.61,0.4,2.0,No,28,280500,834
24.0,female,High School,56134.0,0,RENT,VENTURE,13.35,0.33,4.0,No,31,342000,919
23.0,female,High School,56040.0,0,RENT,PERSONAL,10.75,0.33,2.0,No,29,295000,847
25.0,female,Bachelor,56207.0,0,RENT,DEBTCONSOLIDATION,14.26,0.32,3.0,No,29,305000,876
25.0,female,High School,67109.0,1,RENT,VENTURE,17.56,0.27,2.0,No,28,297000,883
25.0,male,Associate,59820.0,1,RENT,VENTURE,14.83,0.31,3.0,No,29,304500,875
22.0,female,High School,60829.0,1,RENT,DEBTCONSOLIDATION,16.7,0.3,3.0,No,30,316500,879
23.0,female,Associate,60902.0,0,RENT,VENTURE,10.74,0.3,2.0,No,32,342500,891
26.0,female,Associate,53842.0,3,RENT,HOMEIMPROVEMENT,14.91,0.34,4.0,No,30,331500,920
24.0,female,High School,43839.0,1,RENT,VENTURE,8.88,0.42,4.0,No,28,281000,836
25.0,male,Associate,44695.0,3,RENT,PERSONAL,9.91,0.41,4.0,No,30,323500,898
22.0,male,Associate,44500.0,0,RENT,DEBTCONSOLIDATION,11.71,0.41,3.0,No,29,300500,863
24.0,male,Bachelor,66842.0,3,RENT,EDUCATION,10.99,0.27,2.0,No,30,319500,887
23.0,male,Associate,33227.0,0,RENT,VENTURE,11.54,0.54,4.0,No,31,339500,912
23.0,female,Bachelor,41153.0,3,RENT,VENTURE,9.91,0.44,4.0,No,31,331000,889
21.0,female,Bachelor,44105.0,0,RENT,PERSONAL,9.88,0.41,3.0,No,31,327000,879
21.0,male,Bachelor,38061.0,1,RENT,EDUCATION,13.48,0.47,4.0,No,32,346500,902
23.0,male,Master,48706.0,0,RENT,EDUCATION,9.25,0.37,4.0,No,31,331000,889
25.0,male,Master,48986.0,3,RENT,MEDICAL,13.11,0.37,3.0,No,31,337500,907
25.0,female,Bachelor,51103.0,4,RENT,VENTURE,6.17,0.35,2.0,No,30,321000,891
24.0,female,High School,52304.0,0,RENT,DEBTCONSOLIDATION,11.03,0.34,2.0,No,25,243500,811
24.0,female,High School,52468.0,4,RENT,MEDICAL,7.9,0.34,2.0,No,29,304000,873
22.0,female,High School,53665.0,0,RENT,EDUCATION,13.57,0.34,4.0,No,31,332000,892
24.0,female,Master,53603.0,0,RENT,VENTURE,12.18,0.34,2.0,No,31,330000,887
25.0,female,Associate,47902.0,2,RENT,MEDICAL,17.19,0.38,3.0,No,30,327000,908
